Name,Siblings,# Transits,Rp/Rs,Semimajor axis [AU],Inclincation [Deg],Eccentricity,Arg. of Periastron,Rel. Depth,Chi-sqaure,Depth Recovery RMS [Days],TTV recovery RMS,Failed fitting,Failed injection
Kepler-522 b,None,37,0.0360274063556851,30.40540352042288,89.47368421052632,0.0,0.0,0.0015571875628885,1.0138820523559756e-06,,,False,True
Kepler-117 b,c,77,0.0455704595238095,21.54708698962751,89.47368421052632,0.0,254.3,0.0025169032864403,3.451148580486944e-07,0.0004053410348939,0.3133263060496982,False,False
Kepler-396 c,b,16,0.0491478572864321,79.63749014486059,89.47368421052632,0.0,0.0,0.0024547045303118,4.0468153909761136e-05,0.0011539497532097,0.4368806707178037,False,False
Kepler-782 b,None,9,0.0262755546153846,104.6121631782866,90.0,0.0,0.0,0.0008453205086746,6.923601288059659e-08,0.0001403671839751,0.4904497815142259,False,False
Kepler-39 b,None,66,0.0912422023655913,23.722888362931336,88.42105263157895,0.0,98.9,0.0088711390443131,1.5072966526193554e-06,0.0013887175771209,0.2522308389050298,False,False
Kepler-108 c,b,7,0.0306720226027397,70.91638491334106,89.47368421052632,0.0,0.0,0.001005996050673,2.7123537116014066e-08,0.0001593670116225,0.595266006500723,False,False
Kepler-533 b,None,50,0.040198735064935,50.29515380082097,89.47368421052632,0.0,0.0,0.0018636929979258,1.0873813199409823e-06,0.0003511925841621,0.2211805206018753,False,False
Kepler-30 c,"d, b",23,0.1287972611494253,74.09954287403752,90.0,0.0,-49.0,0.0202704507789923,2.104511756130865e-05,0.0029081537676275,0.2075308729084794,False,False
Kepler-27 c,"d, b",46,0.0695231036470588,48.92611107365619,89.47368421052632,0.0,0.0,0.0055911947114601,6.952675417270456e-05,0.0011102779104261,0.2378603481775497,False,False
Kepler-628 b,None,92,0.0596874205673758,18.925868653526013,89.47368421052632,0.0,0.0,0.0043270046227693,4.09079930205117e-07,0.0005591507917817,0.2893090115240042,False,False
Kepler-238 e,"d, f, b, c",61,0.0539504818253968,28.05655997698952,89.47368421052632,0.0,0.0,0.0035020275626129,3.865692043780735e-07,0.0005950723188747,0.3471959657887939,False,False
Kepler-554 b,None,747,0.0424602176344086,6.797786723880909,88.42105263157895,0.0,0.0,0.0021874621403203,2.567383790660287e-07,0.0008160754950362,0.1426337608104439,False,False
Kepler-553 c,b,5,0.1084576936666666,218.99817533377148,90.0,0.0,0.0,0.0143824778030898,2.929321000178203e-06,0.0016846990605292,0.390758701121602,False,False
Kepler-111 c,b,7,0.0546177859310344,138.45467454791185,90.0,0.0,0.0,0.0036514155633167,4.554310234699829e-07,0.0004078025260391,0.4212844198718318,False,False
Kepler-410 A b,None,80,0.0168340073529411,22.51511833275801,88.42105263157895,0.0,0.0,0.0003079340889186,9.230975057224965e-08,7.699046378674046e-05,0.2332663783886852,False,False
Kepler-7 b,None,299,0.0806617616161616,6.700745550797265,85.26315789473684,0.0,0.0,0.0072685223298026,1.0446490405567673e-07,0.0008124718509695,0.1601716672487164,False,False
Kepler-471 b,None,291,0.0736111305343511,10.32482032473546,89.47368421052632,0.0,0.0,0.006615491131109,4.707133592115373e-07,0.0010889466049038,0.1579440289543438,False,False
Kepler-314 c,b,244,0.0259032085714285,15.35943064433733,88.42105263157895,0.0,0.0,0.0007821801526274,4.739432271993947e-06,0.0001767004213856,0.1362992367887088,False,False
Kepler-102 e,"d, f, b, c",91,0.031185681081081,32.80691361681025,89.47368421052632,0.0,0.0,0.0011627664543654,2.625140259162907e-06,0.0001582521216454,0.1600731296258219,False,False
Kepler-463 b,None,162,0.0276713841130434,14.902654533001384,90.0,0.0,0.0,0.0009375088070097,2.907661851349033e-08,0.0001629022314182,0.0961565245642613,False,False
Kepler-976 b,None,14,0.0433426546583851,112.43103231654923,90.0,0.0,0.0,0.0022997595785914,,0.0004342044115543,0.367147468984419,False,False
Kepler-15 b,None,295,0.098628429,12.251449853455672,88.42105263157895,0.0,0.0,0.0115403967931326,3.520643301058684e-07,0.0012695264044661,0.0801771284976536,False,False
Kepler-465 b,None,147,0.0213479498360655,16.656169461031382,88.42105263157895,0.0,0.0,0.000526179835665,,9.619969245900626e-05,0.2022121268105967,False,False
Kepler-14 b,None,214,0.043635323707317,8.218419255499326,87.36842105263158,0.0,0.0,0.0022433398187354,4.002456627630119e-08,0.0003584926509082,0.2797770188966852,False,False
Kepler-855 b,None,157,0.0741452377192982,14.373193518753569,89.47368421052632,0.0,0.0,0.0066973853323036,1.8575994459575828e-05,0.0012242736242875,0.2242400204107568,False,False
Kepler-562 b,None,79,0.0526824988764045,32.206482548834074,89.47368421052632,0.0,0.0,0.0033204166266154,1.6494001593435968e-07,0.0003736384435585,0.1880233336141419,False,False
Kepler-46 b,"d, c",42,0.0695591320430107,45.2260912650036,89.47368421052632,0.0,264.2,0.0056474245348105,3.8776576362036405e-06,0.0007478605121426,0.1600729545371805,False,False
Kepler-103 c,b,8,0.0342308510344827,95.28143354883744,89.6,0.0,0.0,0.0012433932460039,7.30939403521709e-08,0.0002080727859173,0.562983070151319,False,False
Kepler-435 b,None,165,0.0616768035634743,8.237307125069997,89.47368421052632,0.0,104.0,0.0046490760545839,1.0639294559111873e-07,0.0006632486441762,0.267350244547637,False,False
Kepler-494 b,None,182,0.0543437197368421,20.371455380910565,89.47368421052632,0.0,0.0,0.0035827525650848,9.370003397859838e-07,0.0007164844111726,0.2301255318848348,False,False
Kepler-130 c,"d, b",52,0.0224995215517241,32.430908169978814,89.47368421052632,0.0,0.0,0.0006056238768534,2.4909385010987035e-08,8.592637703800019e-05,0.2446114797596986,False,False
Kepler-550 b,None,165,0.0480919705521472,19.70907063539629,89.47368421052632,0.0,0.0,0.0028077077582355,6.027126827673305e-06,0.0005113747122056,0.1627591051397001,False,False
Kepler-422 b,None,180,0.0912077379032258,14.046447056998815,88.42105263157895,0.0,0.0,0.0097699106241891,2.185065005434828e-07,0.0026784268468126,0.1593475524142636,False,False
Kepler-20 d,"e, f, g, b, c",19,0.0257991118279569,78.8681990311489,89.47368421052632,0.0,0.0,0.0006803520549628,9.74698140559149e-08,0.0001574912515604,0.3997737043781906,False,False
Kepler-75 b,None,160,0.1146793795454545,19.206269864805453,90.0,0.0,63.5,0.0160771513193676,2.4862253479078e-05,0.0038054641504728,0.0764266772099122,False,False
Kepler-51 b,"d, c",32,0.0819808994680851,57.82989035791351,89.47368421052632,0.0,53.3,0.0075708908415177,2.227193873071893e-05,0.0021911106396464,0.2285289708973097,False,False
Kepler-1442 b,None,18,0.0262902304166666,56.41604205835348,89.47368421052632,0.0,0.0,0.0007831768431294,1.80069732512706e-07,0.0005329467942772,0.9180503618436378,False,False
Kepler-397 c,b,11,0.0595002994594594,136.8504514423099,90.0,0.0,0.0,0.004333122712481,8.482064138185738e-07,0.0005427296359778,0.2629893488572255,False,False
Kepler-673 b,None,381,0.0637986433333333,12.105506818944384,89.47368421052632,0.0,0.0,0.0049659405880546,4.204133679028553e-07,0.0007521453216977,0.1303090036451481,False,False
Kepler-257 d,"b, c",57,0.0425235808695652,36.97615977291122,89.47368421052632,0.0,0.0,0.0021469932945727,4.559315683765437e-05,0.0003945844662987,0.1860739441020185,False,False
Kepler-434 b,None,111,0.1956491728888888,17.314060410779664,86.3157894736842,0.0,82.0,0.0038029281472543,9.547140027279125e-08,,,False,True
Kepler-448 b,c,81,0.0893181006666666,20.97279056382115,89.47368421052632,0.0,228.0,0.0096665058417027,3.712872908840594e-07,0.0024213937765445,0.3140935203044532,False,False
Kepler-942 b,None,33,0.0278745334246575,66.12971303445511,89.47368421052632,0.0,0.0,0.0008493901989939,1.5939247915107025e-07,0.0001713142214383,0.303391962184191,False,False
Kepler-419 b,c,21,0.3179638135491329,45.11943730319209,88.42105263157895,0.0,96.5,0.0039848267763973,5.208513927023465e-07,,,False,True
Kepler-248 c,b,88,0.0461195012048192,31.840284779092546,89.47368421052632,0.0,0.0,0.0025462695617866,,0.0006319152850584,0.2390852986525458,False,False
Kepler-858 b,None,19,0.0497068265319148,76.74813376218346,90.0,0.0,0.0,0.0030244958239733,2.478922183588881e-07,0.00038200494283,0.2213041092860549,False,False
Kepler-718 b,None,693,0.1103874108108108,6.412216360888215,84.21052631578948,0.0,0.0,0.0130177442303729,1.7651859068901314e-06,0.0017057369322591,0.0696597769604615,False,False
Kepler-706 b,None,34,0.1421208839759036,56.01195743889185,89.47368421052632,0.0,0.0,0.0228235528704274,2.079820354143866e-06,0.0034629097120455,0.1620030688062523,False,False
Kepler-762 b,None,328,0.1083106154545454,9.500506009461017,89.47368421052632,0.0,0.0,0.0143159442191227,3.309792019887249e-05,0.0044498489564218,0.238306474438962,False,False
Kepler-4 b,None,457,0.0247198045751633,6.183927631968493,87.36842105263158,0.0,0.0,0.0007326569381732,1.8680189802804973e-08,0.0001527020839854,0.2254717584816466,False,False
Kepler-428 b,None,404,0.1375973405063291,11.758713485690148,88.42105263157895,0.0,0.0,0.022486847757732,8.673838048589107e-07,0.0024983281673605,0.074876359731198,False,False
Kepler-19 b,"d, c",157,0.0233252005882352,21.07313884403082,89.47368421052632,0.0,59.1,0.0006598278453234,2.8570964216461424e-08,0.0001644479227953,0.1717057777362381,False,False
Kepler-952 b,None,11,0.0645481844554455,110.34762439746588,90.0,0.0,0.0,0.0050991362663342,6.051451303061038e-07,0.0009751127486151,0.2565904399244075,False,False
Kepler-714 b,None,175,0.0765084209090909,16.166498909103417,89.47368421052632,0.0,0.0,0.0071223515021346,3.843396892964701e-07,0.0007381971278671,0.158638479765721,False,False
Kepler-466 b,c,28,0.0248381014150943,53.616004971865074,89.47368421052632,0.0,0.0,0.0007050775976047,,0.0001085646102006,0.2566323464253494,False,False
Kepler-1521 b,None,31,0.034021482739726,75.96816477321146,89.47368421052632,0.0,0.0,0.001204313130929,7.963022535921749e-05,0.0005802758131561,0.1722648244795635,False,False
Kepler-119 b,c,602,0.0392472857142857,8.780474518346173,89.47368421052632,0.0,0.0,0.001882699392429,1.0096913710872477e-07,0.0004099304659636,0.1419980967942102,False,False
Kepler-539 b,c,11,0.0802262718421052,110.88862212342316,90.0,0.0,0.0,0.0078747745586779,3.2871412173709874e-05,0.0015748742140435,0.4243987337945351,False,False
Kepler-699 b,None,51,0.1402097738823529,43.20878889028168,90.0,0.0,0.0,0.0240125300087619,5.217924574913202e-06,0.0051319227593939,0.1449947582742709,False,False
Kepler-118 c,b,72,0.0666801927108433,35.75231325886714,90.0,0.0,0.0,0.0054413558333303,2.2816325688061127e-06,0.0010813651846207,0.1341842248734659,False,False
Kepler-1657 b,None,10,0.1014978416666666,119.14118357929414,90.0,0.0,154.7,0.0125981463481628,2.746509400933689e-06,0.0020342003508602,0.1860258791945165,False,False
Kepler-77 b,None,408,0.0976173819191919,10.208591276741377,88.42105263157895,0.0,0.0,0.0114152459822768,5.070457989499726e-07,0.0017555237380497,0.1083626758340659,False,False
Kepler-730 b,c,219,0.0751255566371681,13.586979532813803,89.47368421052632,0.0,0.0,0.0068787820113517,4.881323879619589e-07,0.0008778276244564,0.1469192639160141,False,False
Kepler-117 c,b,29,0.0695349248611111,42.6778846486962,89.47368421052632,0.0,305.0,0.0056752635213777,5.468919209803266e-07,0.0008802657906,0.3518497108740879,False,False
Kepler-849 b,None,4,0.0409242474254742,129.18238534773383,90.0,0.0,0.0,0.0020503376522723,4.518897199541667e-08,0.0002597551030627,0.8899520965314096,False,False
Kepler-693 b,None,91,1.1768263263513512,31.47022803100576,86.3157894736842,0.0,0.0,0.0198848560943833,3.588477805745313e-06,,,False,True
Kepler-840 b,None,584,0.1414160211538461,7.34003560599582,89.47368421052632,0.0,0.0,0.0243981696375283,5.428346606825825e-05,0.0064289500898743,0.221117428586538,False,False
Kepler-636 b,None,88,0.0481680931230769,33.80965133218131,90.0,0.0,0.0,0.0028401941615353,9.642097166630372e-06,0.0006034512444409,0.1335208372911107,False,False
Kepler-18 c,"d, b",191,0.0434336628571428,14.929366586295886,88.42105263157895,0.0,0.0,0.0022052099158277,1.512694366325047e-07,0.0006103094887733,0.1429541410448224,False,False
Kepler-425 b,None,384,0.1096717325301205,12.046975119835666,87.36842105263158,0.0,0.0,0.013421112800669,5.173118528400417e-07,0.0016867376941445,0.0724679731942088,False,False
Kepler-817 b,None,310,0.0757162412371133,10.92894745435219,93.6842105263158,0.0,0.0,0.0059377070803128,1.325512421786426e-06,0.0010228533150952,0.1244672246284777,False,False
Kepler-603 c,"d, b",11,0.0579447389380531,94.0432112761426,90.0,0.0,0.0,0.0041096038550832,8.031680906642064e-07,0.0009768100234574,0.505651163428611,False,False
Kepler-950 b,None,15,0.080434332565445,89.90815621777439,90.0,0.0,0.0,0.0079156425539184,1.4522104169591326e-06,0.0010459640620926,0.215733170576768,False,False
Kepler-1490 b,None,16,0.1075375628571428,104.05316105600164,89.47368421052632,0.0,0.0,0.0065629047493573,3.2053342928032304e-05,0.0005542048023259,0.4672217489813527,False,False
Kepler-40 b,None,207,0.0575746059225512,7.876344024267014,87.36842105263158,0.0,0.0,0.0039177229286414,2.1765935607430694e-07,0.0005233519291288,0.2796157420952795,False,False
Kepler-540 b,None,8,0.0229308807999999,100.91023057884472,89.8,0.0,0.0,0.0006229160847501,3.0906373170269725e-08,7.67187274779814e-05,0.4229375238426304,False,False
Kepler-68 b,"d, c",263,0.0170599088709677,10.716918865710207,87.36842105263158,0.0,0.0,0.0003326931564013,3.8933238238340574e-09,9.223453356312674e-05,0.1945290683613154,False,False
Kepler-420 b,None,17,0.0770844073255813,88.50068217661021,90.0,0.0,141.3,0.0072705137564184,3.338318039148169e-07,0.0010766416587795,0.1521922978172951,False,False
Kepler-546 b,None,335,0.0562328190082644,8.921163518049815,86.3157894736842,0.0,0.0,0.0035070396601908,1.4641142690456944e-07,0.0004453271473923,0.1277905240724575,False,False
Kepler-90 h,"d, e, f, g, i, b, c",5,0.082275066225,169.63339189372255,90.0,0.0,0.0,0.0082817683452024,6.91299869858908e-07,0.001002771381477,0.4896656277499501,False,False
Kepler-30 d,"b, c",11,0.0985242206896551,131.8863111327099,90.0,0.0,-163.0,0.0118716919682857,4.765992539336927e-05,0.0020059695866653,0.3291387182697041,False,False
Kepler-71 b,None,374,0.1330438887640449,11.718037536522523,88.42105263157895,0.0,0.0,0.0210313307449684,8.372318403866314e-06,0.0062420674395557,0.1467602520306215,False,False
Kepler-488 b,None,466,0.132878227,9.203370842086928,85.26315789473684,0.0,0.0,0.0174100419747661,4.216799291978431e-05,0.0021092253929792,0.0848314307162451,False,False
Kepler-767 b,None,9,0.2935822228723405,131.14666195487266,89.47368421052632,0.0,0.0,0.0050944497338238,4.834833402925448e-07,,,False,True
Kepler-297 c,,,,,,,,,,,,True,True
Kepler-517 b,None,24,0.0202173838461538,59.54733111343088,90.0,0.0,0.0,0.0005004755593946,1.5034907868575878e-07,0.0001098687981939,0.267454388974391,False,False
Kepler-497 b,None,408,0.0504521435185185,9.09904048726576,87.36842105263158,0.0,0.0,0.0029704248582741,1.9514545343439925e-07,0.0008650195377204,0.1700652898777728,False,False
Kepler-5 b,None,414,0.0786121662921348,6.040225534289961,86.3157894736842,0.0,0.0,0.0072585812923194,1.5031010865900817e-07,0.0028222250073199,0.2797823202919803,False,False
Kepler-807 b,None,12,0.0979465074107142,92.32937746077276,89.47368421052632,0.0,0.0,0.0086412420709159,2.695146964130456e-07,0.0007041486717045,0.1826423141035624,False,False
Kepler-686 b,None,891,0.114666094680851,5.901942924185792,84.21052631578948,0.0,0.0,0.0144069999356656,2.088136194209067e-06,0.0020837891204197,0.0769740351508007,False,False
Kepler-489 b,None,85,0.0948958979865771,34.69375823931659,89.47368421052632,0.0,0.0,0.0107218952006531,6.651397279745515e-07,0.0018490183627225,0.1266147745325248,False,False
Kepler-3 b,c,300,0.0570789801315789,14.995654655392498,88.42105263157895,0.0,19.0,0.0038058644875741,2.06827249744511e-05,0.0009289361649696,0.1055942162091274,False,False
Kepler-427 b,None,142,0.0970858179844961,15.585654816618268,87.36842105263158,0.0,0.0,0.0096602308382977,2.9406779370056774e-07,0.0009944637696581,0.1136681794876972,False,False
Kepler-289 c,"d, b",11,0.1021819365196506,97.01794427258103,90.0,0.0,0.0,0.0127683514509441,1.4887116849266548e-05,0.0027730135512843,0.371654156456272,False,False
Kepler-45 b,None,579,0.1652881598181817,11.549174795040264,88.42105263157895,0.0,236.0,0.0324409760783787,4.935672645307537e-05,0.0057131235024222,0.0697239063510822,False,False
Kepler-695 b,None,468,0.0956689849367088,10.179997323259526,86.3157894736842,0.0,0.0,0.0097477485320649,2.480155866936709e-06,0.0012846578085258,0.057862598447968,False,False
Kepler-723 b,None,349,0.1242013062499999,12.821284730360585,89.47368421052632,0.0,0.0,0.0187858310178257,2.5109728146712283e-06,0.0026036379238705,0.081019927110976,False,False
Kepler-418 b,c,17,0.0913081500917431,76.74078833858816,89.47368421052632,0.0,4.35,0.0086110929383145,1.9072451374044217e-06,0.0013797284283918,0.3511100955835414,False,False
Kepler-90 g,"d, e, f, i, b, c, h",7,0.2526762058333333,127.22728383726088,89.47368421052632,0.0,0.0,0.004356388251564,1.6667287050705548e-06,,,False,True
Kepler-702 b,None,135,0.0932220958083832,22.662058148291727,89.47368421052632,0.0,0.0,0.0105118577525453,1.0294709027795523e-06,0.0020929736722384,0.1195834227726965,False,False
Kepler-953 b,c,17,0.0391033789999999,63.31448332387004,90.0,0.0,0.0,0.0018719777859322,2.127147870715084e-07,0.0002778589931874,0.4496437881504309,False,False
Kepler-148 d,"b, c",28,0.0856572010714285,67.14631096682803,89.47368421052632,0.0,0.0,0.0079713301772743,4.230439403464043e-06,0.0011151091292251,0.1529270385416121,False,False
Kepler-41 b,None,784,0.091936125490196,6.066222191246367,85.26315789473684,0.0,0.0,0.0096184943178359,5.491201943613189e-07,0.0012294978411387,0.0792580402450067,False,False
Kepler-561 b,c,24,0.068756207486631,67.10839151684156,89.47368421052632,0.0,0.0,0.0051405633032374,1.0069413019671497e-06,0.0006144887015325,0.2094811174919706,False,False
Kepler-18 d,"b, c",99,0.0521552819047619,23.26441761595628,88.42105263157895,0.0,0.0,0.0029232949732849,2.519019901040892e-07,0.0005668297815395,0.1545882938822684,False,False
Kepler-8 b,None,418,0.0951417422818792,6.82618454542294,84.21052631578948,0.0,0.0,0.0094466353071016,2.568601327898501e-07,0.002979551467821,0.1834556007967152,False,False
Kepler-426 b,None,453,0.1057865301098901,9.924555185571814,86.3157894736842,0.0,0.0,0.0120170893361355,7.738773386184173e-07,0.0019009170344713,0.0747194682706236,False,False
Kepler-785 b,None,716,0.1521843236363636,8.112572003963628,93.6842105263158,0.0,0.0,0.0260905269411652,1.5682816807814782e-05,0.00462698102737,0.0783339354308974,False,False
Kepler-470 b,None,60,0.074595834437086,25.6899192287009,89.47368421052632,0.0,0.0,0.0067118140470759,3.473493752115174e-07,0.0009815620655164,0.2399525338286102,False,False
Kepler-17 b,None,982,0.1202995366930693,5.493961889979948,89.47368421052632,0.0,0.0,0.0176772127773079,8.33394593461705e-05,0.0086810908102845,0.1434670492949731,False,False
Kepler-485 b,None,450,0.1188756676190476,9.072303700588582,88.42105263157895,0.0,0.0,0.0169937720106595,8.213611578355018e-07,0.0053936919424074,0.1766589506942684,False,False
Kepler-43 b,None,483,0.0842847574074074,7.008451316230959,84.21052631578948,0.0,52.0,0.0073307800824368,1.0048620130977589e-06,0.0007996091856085,0.0766011507528038,False,False
